account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,churn_event_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,is_churned
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-fc7e8e,11-10-2024,,Enterprise,2,398,4776,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-100b97,06-10-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-fc7e8e,11-10-2024,,Enterprise,2,398,4776,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-484fba,31-12-2024,support,62.66,FALSE,TRUE,FALSE,too expensive,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-897d69,20-12-2024,,Pro,55,2695,32340,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-100b97,06-10-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-897d69,20-12-2024,,Pro,55,2695,32340,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-484fba,31-12-2024,support,62.66,FALSE,TRUE,FALSE,too expensive,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-561d54,10-11-2024,,Pro,1,49,588,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-100b97,06-10-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-561d54,10-11-2024,,Pro,1,49,588,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-484fba,31-12-2024,support,62.66,FALSE,TRUE,FALSE,too expensive,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-04fd47,27-10-2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-100b97,06-10-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-04fd47,27-10-2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-484fba,31-12-2024,support,62.66,FALSE,TRUE,FALSE,too expensive,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-b037c5,07-10-2024,,Pro,20,980,11760,FALSE,FALSE,TRUE,FALSE,annual,TRUE,C-100b97,06-10-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-b037c5,07-10-2024,,Pro,20,980,11760,FALSE,FALSE,TRUE,FALSE,annual,TRUE,C-484fba,31-12-2024,support,62.66,FALSE,TRUE,FALSE,too expensive,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-9c414f,27-12-2024,,Pro,2,98,1176,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-100b97,06-10-2024,features,0,FALSE,FALSE,FALSE,switched to competitor,1
A-0a282f,Company_2,DevTools,US,27-08-2024,organic,Basic,1,FALSE,FALSE,S-9c414f,27-12-2024,,Pro,2,98,1176,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-484fba,31-12-2024,support,62.66,FALSE,TRUE,FALSE,too expensive,1
A-1f0ac7,Company_3,HealthTech,UK,27-08-2023,other,Basic,24,TRUE,FALSE,S-fccc09,20-12-2024,,Pro,24,1176,14112,FALSE,TRUE,FALSE,FALSE,monthly,TRUE,C-109d03,08-11-2024,support,0,TRUE,FALSE,FALSE,missing features,1
A-1f0ac7,Company_3,HealthTech,UK,27-08-2023,other,Basic,24,TRUE,FALSE,S-327a60,03-05-2024,,Basic,47,893,10716,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-109d03,08-11-2024,support,0,TRUE,FALSE,FALSE,missing features,1
A-1f0ac7,Company_3,HealthTech,UK,27-08-2023,other,Basic,24,TRUE,FALSE,S-e7e4bd,15-02-2024,,Enterprise,24,4776,57312,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-109d03,08-11-2024,support,0,TRUE,FALSE,FALSE,missing features,1
A-1f0ac7,Company_3,HealthTech,UK,27-08-2023,other,Basic,24,TRUE,FALSE,S-90229f,11-07-2024,,Pro,24,0,0,TRUE,TRUE,FALSE,FALSE,monthly,TRUE,C-109d03,08-11-2024,support,0,TRUE,FALSE,FALSE,missing features,1
A-1f0ac7,Company_3,HealthTech,UK,27-08-2023,other,Basic,24,TRUE,FALSE,S-12ed58,14-11-2024,,Basic,32,608,7296,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-109d03,08-11-2024,support,0,TRUE,FALSE,FALSE,missing features,1
A-1f0ac7,Company_3,HealthTech,UK,27-08-2023,other,Basic,24,TRUE,FALSE,S-da7f1f,04-12-2023,,Pro,24,1176,14112,FALSE,FALSE,FALSE,FALSE,monthly,FALSE,C-109d03,08-11-2024,support,0,TRUE,FALSE,FALSE,missing features,1
A-1f0ac7,Company_3,HealthTech,UK,27-08-2023,other,Basic,24,TRUE,FALSE,S-329803,29-04-2024,,Basic,34,646,7752,FALSE,FALSE,FALSE,FALSE,monthly,FALSE,C-109d03,08-11-2024,support,0,TRUE,FALSE,FALSE,missing features,1
A-ce550d,Company_4,HealthTech,US,27-10-2024,event,Enterprise,35,FALSE,TRUE,S-e1de58,28-10-2024,,Enterprise,35,6965,83580,FALSE,TRUE,FALSE,FALSE,annual,TRUE,C-2cec7e,28-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,1
A-ce550d,Company_4,HealthTech,US,27-10-2024,event,Enterprise,35,FALSE,TRUE,S-6055d4,13-11-2024,,Enterprise,35,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE,C-2cec7e,28-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,1
A-ce550d,Company_4,HealthTech,US,27-10-2024,event,Enterprise,35,FALSE,TRUE,S-4bfa1d,21-12-2024,30-12-2024,Pro,35,1715,20580,FALSE,FALSE,FALSE,TRUE,monthly,TRUE,C-2cec7e,28-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,1
A-ce550d,Company_4,HealthTech,US,27-10-2024,event,Enterprise,35,FALSE,TRUE,S-c3cb12,01-11-2024,,Enterprise,54,10746,128952,FALSE,FALSE,FALSE,FALSE,annual,FALSE,C-2cec7e,28-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,1
A-ce550d,Company_4,HealthTech,US,27-10-2024,event,Enterprise,35,FALSE,TRUE,S-d925e2,16-12-2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-2cec7e,28-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,1
A-ce550d,Company_4,HealthTech,US,27-10-2024,event,Enterprise,35,FALSE,TRUE,S-3cae3d,04-12-2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,annual,FALSE,C-2cec7e,28-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,1
A-ce550d,Company_4,HealthTech,US,27-10-2024,event,Enterprise,35,FALSE,TRUE,S-79d1e0,31-12-2024,31-12-2024,Enterprise,109,21691,260292,FALSE,FALSE,FALSE,TRUE,monthly,TRUE,C-2cec7e,28-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,1
A-ce550d,Company_4,HealthTech,US,27-10-2024,event,Enterprise,35,FALSE,TRUE,S-16dc40,16-11-2024,,Pro,51,2499,29988,FALSE,TRUE,FALSE,FALSE,monthly,TRUE,C-2cec7e,28-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,1
A-ce550d,Company_4,HealthTech,US,27-10-2024,event,Enterprise,35,FALSE,TRUE,S-7ac9dd,24-11-2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,annual,FALSE,C-2cec7e,28-12-2024,budget,0,TRUE,FALSE,FALSE,too expensive,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-86455a,01-12-2023,,Pro,12,588,7056,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-bedd8c,16-11-2024,unknown,0,FALSE,FALSE,FALSE,,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-86455a,01-12-2023,,Pro,12,588,7056,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-42ca6e,02-02-2024,pricing,0,TRUE,FALSE,FALSE,too expensive,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-86455a,01-12-2023,,Pro,12,588,7056,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-0b2d8c,02-01-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-ee53e8,03-09-2024,,Basic,17,323,3876,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-bedd8c,16-11-2024,unknown,0,FALSE,FALSE,FALSE,,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-ee53e8,03-09-2024,,Basic,17,323,3876,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-42ca6e,02-02-2024,pricing,0,TRUE,FALSE,FALSE,too expensive,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-ee53e8,03-09-2024,,Basic,17,323,3876,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-0b2d8c,02-01-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-35cf1c,17-02-2024,,Basic,49,931,11172,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-bedd8c,16-11-2024,unknown,0,FALSE,FALSE,FALSE,,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-35cf1c,17-02-2024,,Basic,49,931,11172,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-42ca6e,02-02-2024,pricing,0,TRUE,FALSE,FALSE,too expensive,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-35cf1c,17-02-2024,,Basic,49,931,11172,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-0b2d8c,02-01-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-ba672b,01-05-2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,annual,FALSE,C-bedd8c,16-11-2024,unknown,0,FALSE,FALSE,FALSE,,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-ba672b,01-05-2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,annual,FALSE,C-42ca6e,02-02-2024,pricing,0,TRUE,FALSE,FALSE,too expensive,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-ba672b,01-05-2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,annual,FALSE,C-0b2d8c,02-01-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-523cce,28-08-2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-bedd8c,16-11-2024,unknown,0,FALSE,FALSE,FALSE,,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-523cce,28-08-2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-42ca6e,02-02-2024,pricing,0,TRUE,FALSE,FALSE,too expensive,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-523cce,28-08-2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-0b2d8c,02-01-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-80016a,11-01-2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-bedd8c,16-11-2024,unknown,0,FALSE,FALSE,FALSE,,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-80016a,11-01-2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-42ca6e,02-02-2024,pricing,0,TRUE,FALSE,FALSE,too expensive,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-80016a,11-01-2024,,Enterprise,5,995,11940,FALSE,FALSE,FALSE,FALSE,monthly,TRUE,C-0b2d8c,02-01-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-4f3f73,04-08-2024,12-08-2024,Pro,4,196,2352,FALSE,FALSE,FALSE,TRUE,annual,TRUE,C-bedd8c,16-11-2024,unknown,0,FALSE,FALSE,FALSE,,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-4f3f73,04-08-2024,12-08-2024,Pro,4,196,2352,FALSE,FALSE,FALSE,TRUE,annual,TRUE,C-42ca6e,02-02-2024,pricing,0,TRUE,FALSE,FALSE,too expensive,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-4f3f73,04-08-2024,12-08-2024,Pro,4,196,2352,FALSE,FALSE,FALSE,TRUE,annual,TRUE,C-0b2d8c,02-01-2024,unknown,0,FALSE,FALSE,FALSE,switched to competitor,1
A-1b9609,Company_5,EdTech,IN,12-10-2023,ads,Enterprise,4,FALSE,FALSE,S-5d5699,16-06-2024,,Enterprise,35,6965,83580,FALSE,FALSE,FALSE,FALSE,annual,TRUE,C-bedd8c,16-11-2024,unknown,0,FALSE,FALSE,FALSE,,1
